Rank,Num Ways (5 cards),Sample,Abbrev,Description
6211,1020,   A K Q 8 5,   HC,"   Ace-High				 "
6212,1020,   A K Q 8 4,   HC,"   Ace-High				 "
6213,1020,   A K Q 8 3,   HC,"   Ace-High				 "
6214,1020,   A K Q 8 2,   HC,"   Ace-High				 "
6215,1020,   A K Q 7 6,   HC,"   Ace-High				 "
6216,1020,   A K Q 7 5,   HC,"   Ace-High				 "
6217,1020,   A K Q 7 4,   HC,"   Ace-High				 "
6218,1020,   A K Q 7 3,   HC,"   Ace-High				 "
6219,1020,   A K Q 7 2,   HC,"   Ace-High				 "
6220,1020,   A K Q 6 5,   HC,"   Ace-High				 "
6221,1020,   A K Q 6 4,   HC,"   Ace-High				 "
6222,1020,   A K Q 6 3,   HC,"   Ace-High				 "
6223,1020,   A K Q 6 2,   HC,"   Ace-High				 "
6224,1020,   A K Q 5 4,   HC,"   Ace-High				 "
6225,1020,   A K Q 5 3,   HC,"   Ace-High				 "
6226,1020,   A K Q 5 2,   HC,"   Ace-High				 "
6227,1020,   A K Q 4 3,   HC,"   Ace-High				 "
6228,1020,   A K Q 4 2,   HC,"   Ace-High				 "
6229,1020,   A K Q 3 2,   HC,"   Ace-High				 "
6230,1020,   A K J T 9,   HC,"   Ace-High				 "
6231,1020,   A K J T 8,   HC,"   Ace-High				 "
6232,1020,   A K J T 7,   HC,"   Ace-High				 "
6233,1020,   A K J T 6,   HC,"   Ace-High				 "
6234,1020,   A K J T 5,   HC,"   Ace-High				 "
6235,1020,   A K J T 4,   HC,"   Ace-High				 "
6236,1020,   A K J T 3,   HC,"   Ace-High				 "
6237,1020,   A K J T 2,   HC,"   Ace-High				 "
6238,1020,   A K J 9 8,   HC,"   Ace-High				 "
6239,1020,   A K J 9 7,   HC,"   Ace-High				 "
6240,1020,   A K J 9 6,   HC,"   Ace-High				 "
6241,1020,   A K J 9 5,   HC,"   Ace-High				 "
6242,1020,   A K J 9 4,   HC,"   Ace-High				 "
6243,1020,   A K J 9 3,   HC,"   Ace-High				 "
6244,1020,   A K J 9 2,   HC,"   Ace-High				 "
6245,1020,   A K J 8 7,   HC,"   Ace-High				 "
6246,1020,   A K J 8 6,   HC,"   Ace-High				 "
6247,1020,   A K J 8 5,   HC,"   Ace-High				 "
6248,1020,   A K J 8 4,   HC,"   Ace-High				 "
6249,1020,   A K J 8 3,   HC,"   Ace-High				 "
6250,1020,   A K J 8 2,   HC,"   Ace-High				 "
6251,1020,   A K J 7 6,   HC,"   Ace-High				 "
6252,1020,   A K J 7 5,   HC,"   Ace-High				 "
6253,1020,   A K J 7 4,   HC,"   Ace-High				 "
6254,1020,   A K J 7 3,   HC,"   Ace-High				 "
6255,1020,   A K J 7 2,   HC,"   Ace-High				 "
6256,1020,   A K J 6 5,   HC,"   Ace-High				 "
6257,1020,   A K J 6 4,   HC,"   Ace-High				 "
6258,1020,   A K J 6 3,   HC,"   Ace-High				 "
6259,1020,   A K J 6 2,   HC,"   Ace-High				 "
6260,1020,   A K J 5 4,   HC,"   Ace-High				 "
6261,1020,   A K J 5 3,   HC,"   Ace-High				 "
6262,1020,   A K J 5 2,   HC,"   Ace-High				 "
6263,1020,   A K J 4 3,   HC,"   Ace-High				 "
6264,1020,   A K J 4 2,   HC,"   Ace-High				 "
6265,1020,   A K J 3 2,   HC,"   Ace-High				 "
6266,1020,   A K T 9 8,   HC,"   Ace-High				 "
6267,1020,   A K T 9 7,   HC,"   Ace-High				 "
6268,1020,   A K T 9 6,   HC,"   Ace-High				 "
6269,1020,   A K T 9 5,   HC,"   Ace-High				 "
6270,1020,   A K T 9 4,   HC,"   Ace-High				 "
6271,1020,   A K T 9 3,   HC,"   Ace-High				 "
6272,1020,   A K T 9 2,   HC,"   Ace-High				 "
6273,1020,   A K T 8 7,   HC,"   Ace-High				 "
6274,1020,   A K T 8 6,   HC,"   Ace-High				 "
6275,1020,   A K T 8 5,   HC,"   Ace-High				 "
6276,1020,   A K T 8 4,   HC,"   Ace-High				 "
6277,1020,   A K T 8 3,   HC,"   Ace-High				 "
6278,1020,   A K T 8 2,   HC,"   Ace-High				 "
6279,1020,   A K T 7 6,   HC,"   Ace-High				 "
6280,1020,   A K T 7 5,   HC,"   Ace-High				 "
6281,1020,   A K T 7 4,   HC,"   Ace-High				 "
6282,1020,   A K T 7 3,   HC,"   Ace-High				 "
6283,1020,   A K T 7 2,   HC,"   Ace-High				 "
6284,1020,   A K T 6 5,   HC,"   Ace-High				 "
6285,1020,   A K T 6 4,   HC,"   Ace-High				 "
6286,1020,   A K T 6 3,   HC,"   Ace-High				 "
6287,1020,   A K T 6 2,   HC,"   Ace-High				 "
6288,1020,   A K T 5 4,   HC,"   Ace-High				 "
6289,1020,   A K T 5 3,   HC,"   Ace-High				 "
6290,1020,   A K T 5 2,   HC,"   Ace-High				 "
6291,1020,   A K T 4 3,   HC,"   Ace-High				 "
6292,1020,   A K T 4 2,   HC,"   Ace-High				 "
6293,1020,   A K T 3 2,   HC,"   Ace-High				 "
6294,1020,   A K 9 8 7,   HC,"   Ace-High				 "
6295,1020,   A K 9 8 6,   HC,"   Ace-High				 "
6296,1020,   A K 9 8 5,   HC,"   Ace-High				 "
6297,1020,   A K 9 8 4,   HC,"   Ace-High				 "
6298,1020,   A K 9 8 3,   HC,"   Ace-High				 "
6299,1020,   A K 9 8 2,   HC,"   Ace-High				 "
6300,1020,   A K 9 7 6,   HC,"   Ace-High				 "
6301,1020,   A K 9 7 5,   HC,"   Ace-High				 "
6302,1020,   A K 9 7 4,   HC,"   Ace-High				 "
6303,1020,   A K 9 7 3,   HC,"   Ace-High				 "
6304,1020,   A K 9 7 2,   HC,"   Ace-High				 "
6305,1020,   A K 9 6 5,   HC,"   Ace-High				 "
6306,1020,   A K 9 6 4,   HC,"   Ace-High				 "
6307,1020,   A K 9 6 3,   HC,"   Ace-High				 "
6308,1020,   A K 9 6 2,   HC,"   Ace-High				 "
6309,1020,   A K 9 5 4,   HC,"   Ace-High				 "
6310,1020,   A K 9 5 3,   HC,"   Ace-High				 "
6311,1020,   A K 9 5 2,   HC,"   Ace-High				 "
6312,1020,   A K 9 4 3,   HC,"   Ace-High				 "
6313,1020,   A K 9 4 2,   HC,"   Ace-High				 "
6314,1020,   A K 9 3 2,   HC,"   Ace-High				 "
6315,1020,   A K 8 7 6,   HC,"   Ace-High				 "
6316,1020,   A K 8 7 5,   HC,"   Ace-High				 "
6317,1020,   A K 8 7 4,   HC,"   Ace-High				 "
6318,1020,   A K 8 7 3,   HC,"   Ace-High				 "
6319,1020,   A K 8 7 2,   HC,"   Ace-High				 "
6320,1020,   A K 8 6 5,   HC,"   Ace-High				 "
6321,1020,   A K 8 6 4,   HC,"   Ace-High				 "
6322,1020,   A K 8 6 3,   HC,"   Ace-High				 "
6323,1020,   A K 8 6 2,   HC,"   Ace-High				 "
6324,1020,   A K 8 5 4,   HC,"   Ace-High				 "
6325,1020,   A K 8 5 3,   HC,"   Ace-High				 "
6326,1020,   A K 8 5 2,   HC,"   Ace-High				 "
6327,1020,   A K 8 4 3,   HC,"   Ace-High				 "
6328,1020,   A K 8 4 2,   HC,"   Ace-High				 "
6329,1020,   A K 8 3 2,   HC,"   Ace-High				 "
6330,1020,   A K 7 6 5,   HC,"   Ace-High				 "
6331,1020,   A K 7 6 4,   HC,"   Ace-High				 "
6332,1020,   A K 7 6 3,   HC,"   Ace-High				 "
6333,1020,   A K 7 6 2,   HC,"   Ace-High				 "
6334,1020,   A K 7 5 4,   HC,"   Ace-High				 "
6335,1020,   A K 7 5 3,   HC,"   Ace-High				 "
6336,1020,   A K 7 5 2,   HC,"   Ace-High				 "
6337,1020,   A K 7 4 3,   HC,"   Ace-High				 "
6338,1020,   A K 7 4 2,   HC,"   Ace-High				 "
6339,1020,   A K 7 3 2,   HC,"   Ace-High				 "
6340,1020,   A K 6 5 4,   HC,"   Ace-High				 "
6341,1020,   A K 6 5 3,   HC,"   Ace-High				 "
6342,1020,   A K 6 5 2,   HC,"   Ace-High				 "
6343,1020,   A K 6 4 3,   HC,"   Ace-High				 "
6344,1020,   A K 6 4 2,   HC,"   Ace-High				 "
6345,1020,   A K 6 3 2,   HC,"   Ace-High				 "
6346,1020,   A K 5 4 3,   HC,"   Ace-High				 "
6347,1020,   A K 5 4 2,   HC,"   Ace-High				 "
6348,1020,   A K 5 3 2,   HC,"   Ace-High				 "
6349,1020,   A K 4 3 2,   HC,"   Ace-High				 "
6350,1020,   A Q J T 9,   HC,"   Ace-High				 "
6351,1020,   A Q J T 8,   HC,"   Ace-High				 "
6352,1020,   A Q J T 7,   HC,"   Ace-High				 "
6353,1020,   A Q J T 6,   HC,"   Ace-High				 "
6354,1020,   A Q J T 5,   HC,"   Ace-High				 "
6355,1020,   A Q J T 4,   HC,"   Ace-High				 "
6356,1020,   A Q J T 3,   HC,"   Ace-High				 "
6357,1020,   A Q J T 2,   HC,"   Ace-High				 "
6358,1020,   A Q J 9 8,   HC,"   Ace-High				 "
6359,1020,   A Q J 9 7,   HC,"   Ace-High				 "
6360,1020,   A Q J 9 6,   HC,"   Ace-High				 "
6361,1020,   A Q J 9 5,   HC,"   Ace-High				 "
6362,1020,   A Q J 9 4,   HC,"   Ace-High				 "
6363,1020,   A Q J 9 3,   HC,"   Ace-High				 "
6364,1020,   A Q J 9 2,   HC,"   Ace-High				 "
6365,1020,   A Q J 8 7,   HC,"   Ace-High				 "
6366,1020,   A Q J 8 6,   HC,"   Ace-High				 "
6367,1020,   A Q J 8 5,   HC,"   Ace-High				 "
6368,1020,   A Q J 8 4,   HC,"   Ace-High				 "
6369,1020,   A Q J 8 3,   HC,"   Ace-High				 "
6370,1020,   A Q J 8 2,   HC,"   Ace-High				 "
6371,1020,   A Q J 7 6,   HC,"   Ace-High				 "
6372,1020,   A Q J 7 5,   HC,"   Ace-High				 "
6373,1020,   A Q J 7 4,   HC,"   Ace-High				 "
6374,1020,   A Q J 7 3,   HC,"   Ace-High				 "
6375,1020,   A Q J 7 2,   HC,"   Ace-High				 "
6376,1020,   A Q J 6 5,   HC,"   Ace-High				 "
6377,1020,   A Q J 6 4,   HC,"   Ace-High				 "
6378,1020,   A Q J 6 3,   HC,"   Ace-High				 "
6379,1020,   A Q J 6 2,   HC,"   Ace-High				 "
6380,1020,   A Q J 5 4,   HC,"   Ace-High				 "
6381,1020,   A Q J 5 3,   HC,"   Ace-High				 "
6382,1020,   A Q J 5 2,   HC,"   Ace-High				 "
6383,1020,   A Q J 4 3,   HC,"   Ace-High				 "
6384,1020,   A Q J 4 2,   HC,"   Ace-High				 "
6385,1020,   A Q J 3 2,   HC,"   Ace-High				 "
6386,1020,   A Q T 9 8,   HC,"   Ace-High				 "
6387,1020,   A Q T 9 7,   HC,"   Ace-High				 "
6388,1020,   A Q T 9 6,   HC,"   Ace-High				 "
6389,1020,   A Q T 9 5,   HC,"   Ace-High				 "
6390,1020,   A Q T 9 4,   HC,"   Ace-High				 "
6391,1020,   A Q T 9 3,   HC,"   Ace-High				 "
6392,1020,   A Q T 9 2,   HC,"   Ace-High				 "
6393,1020,   A Q T 8 7,   HC,"   Ace-High				 "
6394,1020,   A Q T 8 6,   HC,"   Ace-High				 "
6395,1020,   A Q T 8 5,   HC,"   Ace-High				 "
6396,1020,   A Q T 8 4,   HC,"   Ace-High				 "
6397,1020,   A Q T 8 3,   HC,"   Ace-High				 "
6398,1020,   A Q T 8 2,   HC,"   Ace-High				 "
6399,1020,   A Q T 7 6,   HC,"   Ace-High				 "
6400,1020,   A Q T 7 5,   HC,"   Ace-High				 "
6401,1020,   A Q T 7 4,   HC,"   Ace-High				 "
6402,1020,   A Q T 7 3,   HC,"   Ace-High				 "
6403,1020,   A Q T 7 2,   HC,"   Ace-High				 "
6404,1020,   A Q T 6 5,   HC,"   Ace-High				 "
6405,1020,   A Q T 6 4,   HC,"   Ace-High				 "
6406,1020,   A Q T 6 3,   HC,"   Ace-High				 "
6407,1020,   A Q T 6 2,   HC,"   Ace-High				 "
6408,1020,   A Q T 5 4,   HC,"   Ace-High				 "
6409,1020,   A Q T 5 3,   HC,"   Ace-High				 "
6410,1020,   A Q T 5 2,   HC,"   Ace-High				 "
6411,1020,   A Q T 4 3,   HC,"   Ace-High				 "
6412,1020,   A Q T 4 2,   HC,"   Ace-High				 "
6413,1020,   A Q T 3 2,   HC,"   Ace-High				 "
6414,1020,   A Q 9 8 7,   HC,"   Ace-High				 "
6415,1020,   A Q 9 8 6,   HC,"   Ace-High				 "
6416,1020,   A Q 9 8 5,   HC,"   Ace-High				 "
6417,1020,   A Q 9 8 4,   HC,"   Ace-High				 "
6418,1020,   A Q 9 8 3,   HC,"   Ace-High				 "
6419,1020,   A Q 9 8 2,   HC,"   Ace-High				 "
6420,1020,   A Q 9 7 6,   HC,"   Ace-High				 "
6421,1020,   A Q 9 7 5,   HC,"   Ace-High				 "
6422,1020,   A Q 9 7 4,   HC,"   Ace-High				 "
6423,1020,   A Q 9 7 3,   HC,"   Ace-High				 "
6424,1020,   A Q 9 7 2,   HC,"   Ace-High				 "
6425,1020,   A Q 9 6 5,   HC,"   Ace-High				 "
6426,1020,   A Q 9 6 4,   HC,"   Ace-High				 "
6427,1020,   A Q 9 6 3,   HC,"   Ace-High				 "
6428,1020,   A Q 9 6 2,   HC,"   Ace-High				 "
6429,1020,   A Q 9 5 4,   HC,"   Ace-High				 "
6430,1020,   A Q 9 5 3,   HC,"   Ace-High				 "
6431,1020,   A Q 9 5 2,   HC,"   Ace-High				 "
6432,1020,   A Q 9 4 3,   HC,"   Ace-High				 "
6433,1020,   A Q 9 4 2,   HC,"   Ace-High				 "
6434,1020,   A Q 9 3 2,   HC,"   Ace-High				 "
6435,1020,   A Q 8 7 6,   HC,"   Ace-High				 "
6436,1020,   A Q 8 7 5,   HC,"   Ace-High				 "
6437,1020,   A Q 8 7 4,   HC,"   Ace-High				 "
6438,1020,   A Q 8 7 3,   HC,"   Ace-High				 "
6439,1020,   A Q 8 7 2,   HC,"   Ace-High				 "
6440,1020,   A Q 8 6 5,   HC,"   Ace-High				 "
6441,1020,   A Q 8 6 4,   HC,"   Ace-High				 "
6442,1020,   A Q 8 6 3,   HC,"   Ace-High				 "
6443,1020,   A Q 8 6 2,   HC,"   Ace-High				 "
6444,1020,   A Q 8 5 4,   HC,"   Ace-High				 "
6445,1020,   A Q 8 5 3,   HC,"   Ace-High				 "
6446,1020,   A Q 8 5 2,   HC,"   Ace-High				 "
6447,1020,   A Q 8 4 3,   HC,"   Ace-High				 "
6448,1020,   A Q 8 4 2,   HC,"   Ace-High				 "
6449,1020,   A Q 8 3 2,   HC,"   Ace-High				 "
6450,1020,   A Q 7 6 5,   HC,"   Ace-High				 "
6451,1020,   A Q 7 6 4,   HC,"   Ace-High				 "
6452,1020,   A Q 7 6 3,   HC,"   Ace-High				 "
6453,1020,   A Q 7 6 2,   HC,"   Ace-High				 "
6454,1020,   A Q 7 5 4,   HC,"   Ace-High				 "
6455,1020,   A Q 7 5 3,   HC,"   Ace-High				 "
6456,1020,   A Q 7 5 2,   HC,"   Ace-High				 "
6457,1020,   A Q 7 4 3,   HC,"   Ace-High				 "
6458,1020,   A Q 7 4 2,   HC,"   Ace-High				 "
6459,1020,   A Q 7 3 2,   HC,"   Ace-High				 "
6460,1020,   A Q 6 5 4,   HC,"   Ace-High				 "
6461,1020,   A Q 6 5 3,   HC,"   Ace-High				 "
6462,1020,   A Q 6 5 2,   HC,"   Ace-High				 "
6463,1020,   A Q 6 4 3,   HC,"   Ace-High				 "
6464,1020,   A Q 6 4 2,   HC,"   Ace-High				 "
6465,1020,   A Q 6 3 2,   HC,"   Ace-High				 "
6466,1020,   A Q 5 4 3,   HC,"   Ace-High				 "
6467,1020,   A Q 5 4 2,   HC,"   Ace-High				 "
6468,1020,   A Q 5 3 2,   HC,"   Ace-High				 "
6469,1020,   A Q 4 3 2,   HC,"   Ace-High				 "
6470,1020,   A J T 9 8,   HC,"   Ace-High				 "
6471,1020,   A J T 9 7,   HC,"   Ace-High				 "
6472,1020,   A J T 9 6,   HC,"   Ace-High				 "
6473,1020,   A J T 9 5,   HC,"   Ace-High				 "
6474,1020,   A J T 9 4,   HC,"   Ace-High				 "
6475,1020,   A J T 9 3,   HC,"   Ace-High				 "
6476,1020,   A J T 9 2,   HC,"   Ace-High				 "
6477,1020,   A J T 8 7,   HC,"   Ace-High				 "
6478,1020,   A J T 8 6,   HC,"   Ace-High				 "
6479,1020,   A J T 8 5,   HC,"   Ace-High				 "
6480,1020,   A J T 8 4,   HC,"   Ace-High				 "
6481,1020,   A J T 8 3,   HC,"   Ace-High				 "
6482,1020,   A J T 8 2,   HC,"   Ace-High				 "
6483,1020,   A J T 7 6,   HC,"   Ace-High				 "
6484,1020,   A J T 7 5,   HC,"   Ace-High				 "
6485,1020,   A J T 7 4,   HC,"   Ace-High				 "
6486,1020,   A J T 7 3,   HC,"   Ace-High				 "
6487,1020,   A J T 7 2,   HC,"   Ace-High				 "
6488,1020,   A J T 6 5,   HC,"   Ace-High				 "
6489,1020,   A J T 6 4,   HC,"   Ace-High				 "
6490,1020,   A J T 6 3,   HC,"   Ace-High				 "
6491,1020,   A J T 6 2,   HC,"   Ace-High				 "
6492,1020,   A J T 5 4,   HC,"   Ace-High				 "
6493,1020,   A J T 5 3,   HC,"   Ace-High				 "
6494,1020,   A J T 5 2,   HC,"   Ace-High				 "
6495,1020,   A J T 4 3,   HC,"   Ace-High				 "
6496,1020,   A J T 4 2,   HC,"   Ace-High				 "
6497,1020,   A J T 3 2,   HC,"   Ace-High				 "
6498,1020,   A J 9 8 7,   HC,"   Ace-High				 "
6499,1020,   A J 9 8 6,   HC,"   Ace-High				 "
6500,1020,   A J 9 8 5,   HC,"   Ace-High				 "
6501,1020,   A J 9 8 4,   HC,"   Ace-High				 "
6502,1020,   A J 9 8 3,   HC,"   Ace-High				 "
6503,1020,   A J 9 8 2,   HC,"   Ace-High				 "
6504,1020,   A J 9 7 6,   HC,"   Ace-High				 "
6505,1020,   A J 9 7 5,   HC,"   Ace-High				 "
6506,1020,   A J 9 7 4,   HC,"   Ace-High				 "
6507,1020,   A J 9 7 3,   HC,"   Ace-High				 "
6508,1020,   A J 9 7 2,   HC,"   Ace-High				 "
6509,1020,   A J 9 6 5,   HC,"   Ace-High				 "
6510,1020,   A J 9 6 4,   HC,"   Ace-High				 "
6511,1020,   A J 9 6 3,   HC,"   Ace-High				 "
6512,1020,   A J 9 6 2,   HC,"   Ace-High				 "
6513,1020,   A J 9 5 4,   HC,"   Ace-High				 "
6514,1020,   A J 9 5 3,   HC,"   Ace-High				 "
6515,1020,   A J 9 5 2,   HC,"   Ace-High				 "
6516,1020,   A J 9 4 3,   HC,"   Ace-High				 "
6517,1020,   A J 9 4 2,   HC,"   Ace-High				 "
6518,1020,   A J 9 3 2,   HC,"   Ace-High				 "
6519,1020,   A J 8 7 6,   HC,"   Ace-High				 "
6520,1020,   A J 8 7 5,   HC,"   Ace-High				 "
6521,1020,   A J 8 7 4,   HC,"   Ace-High				 "
6522,1020,   A J 8 7 3,   HC,"   Ace-High				 "
6523,1020,   A J 8 7 2,   HC,"   Ace-High				 "
6524,1020,   A J 8 6 5,   HC,"   Ace-High				 "
6525,1020,   A J 8 6 4,   HC,"   Ace-High				 "
6526,1020,   A J 8 6 3,   HC,"   Ace-High				 "
6527,1020,   A J 8 6 2,   HC,"   Ace-High				 "
6528,1020,   A J 8 5 4,   HC,"   Ace-High				 "
6529,1020,   A J 8 5 3,   HC,"   Ace-High				 "
6530,1020,   A J 8 5 2,   HC,"   Ace-High				 "
6531,1020,   A J 8 4 3,   HC,"   Ace-High				 "
6532,1020,   A J 8 4 2,   HC,"   Ace-High				 "
6533,1020,   A J 8 3 2,   HC,"   Ace-High				 "
6534,1020,   A J 7 6 5,   HC,"   Ace-High				 "
6535,1020,   A J 7 6 4,   HC,"   Ace-High				 "
6536,1020,   A J 7 6 3,   HC,"   Ace-High				 "
6537,1020,   A J 7 6 2,   HC,"   Ace-High				 "
6538,1020,   A J 7 5 4,   HC,"   Ace-High				 "
6539,1020,   A J 7 5 3,   HC,"   Ace-High				 "
6540,1020,   A J 7 5 2,   HC,"   Ace-High				 "
6541,1020,   A J 7 4 3,   HC,"   Ace-High				 "
6542,1020,   A J 7 4 2,   HC,"   Ace-High				 "
6543,1020,   A J 7 3 2,   HC,"   Ace-High				 "
6544,1020,   A J 6 5 4,   HC,"   Ace-High				 "
6545,1020,   A J 6 5 3,   HC,"   Ace-High				 "
6546,1020,   A J 6 5 2,   HC,"   Ace-High				 "
6547,1020,   A J 6 4 3,   HC,"   Ace-High				 "
6548,1020,   A J 6 4 2,   HC,"   Ace-High				 "
6549,1020,   A J 6 3 2,   HC,"   Ace-High				 "
6550,1020,   A J 5 4 3,   HC,"   Ace-High				 "
6551,1020,   A J 5 4 2,   HC,"   Ace-High				 "
6552,1020,   A J 5 3 2,   HC,"   Ace-High				 "
6553,1020,   A J 4 3 2,   HC,"   Ace-High				 "
6554,1020,   A T 9 8 7,   HC,"   Ace-High				 "
6555,1020,   A T 9 8 6,   HC,"   Ace-High				 "
6556,1020,   A T 9 8 5,   HC,"   Ace-High				 "
6557,1020,   A T 9 8 4,   HC,"   Ace-High				 "
6558,1020,   A T 9 8 3,   HC,"   Ace-High				 "
6559,1020,   A T 9 8 2,   HC,"   Ace-High				 "
6560,1020,   A T 9 7 6,   HC,"   Ace-High				 "
6561,1020,   A T 9 7 5,   HC,"   Ace-High				 "
6562,1020,   A T 9 7 4,   HC,"   Ace-High				 "
6563,1020,   A T 9 7 3,   HC,"   Ace-High				 "
6564,1020,   A T 9 7 2,   HC,"   Ace-High				 "
6565,1020,   A T 9 6 5,   HC,"   Ace-High				 "
6566,1020,   A T 9 6 4,   HC,"   Ace-High				 "
6567,1020,   A T 9 6 3,   HC,"   Ace-High				 "
6568,1020,   A T 9 6 2,   HC,"   Ace-High				 "
6569,1020,   A T 9 5 4,   HC,"   Ace-High				 "
6570,1020,   A T 9 5 3,   HC,"   Ace-High				 "
6571,1020,   A T 9 5 2,   HC,"   Ace-High				 "
6572,1020,   A T 9 4 3,   HC,"   Ace-High				 "
6573,1020,   A T 9 4 2,   HC,"   Ace-High				 "
6574,1020,   A T 9 3 2,   HC,"   Ace-High				 "
6575,1020,   A T 8 7 6,   HC,"   Ace-High				 "
6576,1020,   A T 8 7 5,   HC,"   Ace-High				 "
6577,1020,   A T 8 7 4,   HC,"   Ace-High				 "
6578,1020,   A T 8 7 3,   HC,"   Ace-High				 "
6579,1020,   A T 8 7 2,   HC,"   Ace-High				 "
6580,1020,   A T 8 6 5,   HC,"   Ace-High				 "
6581,1020,   A T 8 6 4,   HC,"   Ace-High				 "
6582,1020,   A T 8 6 3,   HC,"   Ace-High				 "
6583,1020,   A T 8 6 2,   HC,"   Ace-High				 "
6584,1020,   A T 8 5 4,   HC,"   Ace-High				 "
6585,1020,   A T 8 5 3,   HC,"   Ace-High				 "
6586,1020,   A T 8 5 2,   HC,"   Ace-High				 "
6587,1020,   A T 8 4 3,   HC,"   Ace-High				 "
6588,1020,   A T 8 4 2,   HC,"   Ace-High				 "
6589,1020,   A T 8 3 2,   HC,"   Ace-High				 "
6590,1020,   A T 7 6 5,   HC,"   Ace-High				 "
6591,1020,   A T 7 6 4,   HC,"   Ace-High				 "
6592,1020,   A T 7 6 3,   HC,"   Ace-High				 "
6593,1020,   A T 7 6 2,   HC,"   Ace-High				 "
6594,1020,   A T 7 5 4,   HC,"   Ace-High				 "
6595,1020,   A T 7 5 3,   HC,"   Ace-High				 "
6596,1020,   A T 7 5 2,   HC,"   Ace-High				 "
6597,1020,   A T 7 4 3,   HC,"   Ace-High				 "
6598,1020,   A T 7 4 2,   HC,"   Ace-High				 "
6599,1020,   A T 7 3 2,   HC,"   Ace-High				 "
6600,1020,   A T 6 5 4,   HC,"   Ace-High				 "
6601,1020,   A T 6 5 3,   HC,"   Ace-High				 "
6602,1020,   A T 6 5 2,   HC,"   Ace-High				 "
6603,1020,   A T 6 4 3,   HC,"   Ace-High				 "
6604,1020,   A T 6 4 2,   HC,"   Ace-High				 "
6605,1020,   A T 6 3 2,   HC,"   Ace-High				 "
6606,1020,   A T 5 4 3,   HC,"   Ace-High				 "
6607,1020,   A T 5 4 2,   HC,"   Ace-High				 "
6608,1020,   A T 5 3 2,   HC,"   Ace-High				 "
6609,1020,   A T 4 3 2,   HC,"   Ace-High				 "
6610,1020,   A 9 8 7 6,   HC,"   Ace-High				 "
6611,1020,   A 9 8 7 5,   HC,"   Ace-High				 "
6612,1020,   A 9 8 7 4,   HC,"   Ace-High				 "
6613,1020,   A 9 8 7 3,   HC,"   Ace-High				 "
6614,1020,   A 9 8 7 2,   HC,"   Ace-High				 "
6615,1020,   A 9 8 6 5,   HC,"   Ace-High				 "
6616,1020,   A 9 8 6 4,   HC,"   Ace-High				 "
6617,1020,   A 9 8 6 3,   HC,"   Ace-High				 "
6618,1020,   A 9 8 6 2,   HC,"   Ace-High				 "
6619,1020,   A 9 8 5 4,   HC,"   Ace-High				 "
6620,1020,   A 9 8 5 3,   HC,"   Ace-High				 "
6621,1020,   A 9 8 5 2,   HC,"   Ace-High				 "
6622,1020,   A 9 8 4 3,   HC,"   Ace-High				 "
6623,1020,   A 9 8 4 2,   HC,"   Ace-High				 "
6624,1020,   A 9 8 3 2,   HC,"   Ace-High				 "
6625,1020,   A 9 7 6 5,   HC,"   Ace-High				 "
6626,1020,   A 9 7 6 4,   HC,"   Ace-High				 "
6627,1020,   A 9 7 6 3,   HC,"   Ace-High				 "
6628,1020,   A 9 7 6 2,   HC,"   Ace-High				 "
6629,1020,   A 9 7 5 4,   HC,"   Ace-High				 "
6630,1020,   A 9 7 5 3,   HC,"   Ace-High				 "
6631,1020,   A 9 7 5 2,   HC,"   Ace-High				 "
6632,1020,   A 9 7 4 3,   HC,"   Ace-High				 "
6633,1020,   A 9 7 4 2,   HC,"   Ace-High				 "
6634,1020,   A 9 7 3 2,   HC,"   Ace-High				 "
6635,1020,   A 9 6 5 4,   HC,"   Ace-High				 "
6636,1020,   A 9 6 5 3,   HC,"   Ace-High				 "
6637,1020,   A 9 6 5 2,   HC,"   Ace-High				 "
6638,1020,   A 9 6 4 3,   HC,"   Ace-High				 "
6639,1020,   A 9 6 4 2,   HC,"   Ace-High				 "
6640,1020,   A 9 6 3 2,   HC,"   Ace-High				 "
6641,1020,   A 9 5 4 3,   HC,"   Ace-High				 "
6642,1020,   A 9 5 4 2,   HC,"   Ace-High				 "
6643,1020,   A 9 5 3 2,   HC,"   Ace-High				 "
6644,1020,   A 9 4 3 2,   HC,"   Ace-High				 "
6645,1020,   A 8 7 6 5,   HC,"   Ace-High				 "
6646,1020,   A 8 7 6 4,   HC,"   Ace-High				 "
6647,1020,   A 8 7 6 3,   HC,"   Ace-High				 "
6648,1020,   A 8 7 6 2,   HC,"   Ace-High				 "
6649,1020,   A 8 7 5 4,   HC,"   Ace-High				 "
6650,1020,   A 8 7 5 3,   HC,"   Ace-High				 "
6651,1020,   A 8 7 5 2,   HC,"   Ace-High				 "
6652,1020,   A 8 7 4 3,   HC,"   Ace-High				 "
6653,1020,   A 8 7 4 2,   HC,"   Ace-High				 "
6654,1020,   A 8 7 3 2,   HC,"   Ace-High				 "
6655,1020,   A 8 6 5 4,   HC,"   Ace-High				 "
6656,1020,   A 8 6 5 3,   HC,"   Ace-High				 "
6657,1020,   A 8 6 5 2,   HC,"   Ace-High				 "
6658,1020,   A 8 6 4 3,   HC,"   Ace-High				 "
6659,1020,   A 8 6 4 2,   HC,"   Ace-High				 "
6660,1020,   A 8 6 3 2,   HC,"   Ace-High				 "
